tweet,prediction
Excited to be back with a good friend. Watch @TheEllenShow today at 4 pm ET. https://t.co/zfdh2SVaWb,Neither
"Trump's wall on the border would likely cost at least $25 billion. 

Some things we could do instead: https://t.co/RDbkkyVNB6",Neither
"Thank you Washington! Honored to say, on behalf of our great movement, we have broken the all time record for votes in GOP primary history.",Neither
We have to build on the Affordable Care Act and continue our march toward making sure every single American has health coverage.,Neither
Donald Trump doesn't seem to actually care about making America great so much as he seems to care about making himself look great.,Neither
"We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls.",Neither
"Donald Trump has spent his career looking to turn a profit, no matter who gets hurt in the process. https://t.co/V9lKg2F44l",Neither
"Trump bet against American families in the housing crash. Now he says its the ""kind of thinking our country needs."" https://t.co/FqdpntvDDc",Neither
"Mientras 5 millones de personas perdían sus hogares, Trump esperaba enriquecerse de este desplome a costa de ellos.
https://t.co/9trerS1rdR",Neither
"The protesters in New Mexico were thugs who were flying the Mexican flag. The rally inside was big and beautiful, but outside, criminals!",Neither
Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it,Neither
"Millions of families saw their life savings destroyed in the Great Recession.

Trump saw it as a chance to cash in. https://t.co/tnngHNVqoL",Neither
"Goofy Senator Elizabeth Warren @elizabethforma has done less in the U.S. Senate than practically any other senator. All talk, no action!",Neither
"@elizabethforma  Goofy Elizabeth Warren, sometimes known as Pocahontas, bought foreclosed housing and made a quick killing. Total hypocrite!",Neither
"""@gordonsr1052:  Washington, BIG Thank You for supporting Trump! We are all going to help Trump Make America Great Again! Trump2016!""",Neither
"""@buiIdthewall: @realDonaldTrump high energy!""",Neither
"""@PiperSul: Great speech tonight Mr.Trump! Good Luck in California! Thank you.",Neither
"""@DeepakS76435750: @realDonaldTrump congratulations from India""",Neither
"""@oasisupernova: @realDonaldTrump UP TO 8.4 MILLION FOLLOWERS. CAN'T STOP THE #TrumpTrain 🚂 #MakeAmericaGreatAgain""",Neither
"""@jknatter: @realDonaldTrump #TrumpTrain""",Neither
"""@tcloer11: @realDonaldTrump Great job! Make America Great Again!""",Neither
"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!",Neither
"Great rally in New Mexico, amazing crowd! Now in L.A. Big rally in Anaheim.",Neither
"Thank you Washington! #Trump2016
#MakeAmericaGreatAgain https://t.co/v9glTwj6gy",Neither
.@realDonaldTrump rooted for the housing crash that caused 5 million Americans to lose their homes. https://t.co/tnngHNVqoL,Neither
Great honor to receive today's endorsement of @RickSantorum. Really nice! #Trump2016,Neither
"After raising, w/ no obligation, almost $6M for Vets, I couldn't believe protesters formed @ Trump Tower. JUST OUT- SENT BY CROOKED HILLARY!",Neither
"Big win for those who think we should make it easier, not harder, to vote (which really should be all of us). https://t.co/GwwHT4qopp -H",Neither
Hillary's live on @TheEllenShow's Facebook page! Watch now: https://t.co/iWfEEYZVy6 https://t.co/1ZlriB1IrI,Neither
"In Trump’s world, a “good result” means Trump gets his and working families get hurt. We're better than that.",Neither
"Trying to profit off of people losing their homes isn't the ""kind of thinking our country needs."" https://t.co/AQQ6allvIv",Neither
"Thank you @DailyMail- for setting the failing @NYTimes story straight. This is what the NYT's should have written! 
https://t.co/Feb6dhctQo",Neither
"We need a president who's fighting to raise incomes for all Americans, not one who tries to profit at their expense. https://t.co/8kwnvVKp9v",Neither
Donald Trump could bankrupt America like he bankrupted his companies. Let's make sure he never gets the chance: https://t.co/04t1BHwlVc,Neither
"Trump prioritizing his own gain over Americans' well-being isn't new, but it is telling: The only person he'll fight for is himself.",Neither
This wasn't an anomaly for Trump. His economic plan helps millionaires and hurts middle-class families. He'd let Wall Street run wild again.,Neither
"How cruel do you have to be to actually root for a crisis that would devastate millions of families, all to pad your own pockets?",Neither
"Millions of families—disproportionately black and Latino families—lost homes, jobs, and savings.

Trump tried to profit at their expense.",Neither
"Right before the housing market crashed, @realDonaldTrump said he hoped it would happen—because he could make money off of it.",Neither
"When Trump got his wish for a housing crash, millions of Americans lost their homes.

This guy can't be president. https://t.co/tnngHNVqoL",Neither
"When Donald Trump wins, you lose. https://t.co/XrgefzxQIM https://t.co/HnZ1eL8BpJ",Neither
A suggestion for the dishonest media- https://t.co/zKyRwEaLmz,Neither
A wonderfully written article concerning Israel by @JasonDovEsq https://t.co/LZ9qWRYzdj,Neither
"The 2008 crash caused millions of Americans to lose their jobs and homes.

In 2006, Trump rooted for it to happen. https://t.co/tnngHNVqoL",Neither
A great new book has been written about Crooked Hillary. Read it &amp,Neither
"While American families suffered, Donald Trump tried to cash in. 

https://t.co/BvkHu63H1h",Neither
"Millions of Americans lost jobs and homes in the 2008 crash. A man who hoped for it has no business being president.
https://t.co/tnngHOd1gj",Neither
"Crooked Hillary Clinton overregulates, overtaxes and doesn't care about jobs. Most importantly, she suffers from plain old bad judgement!",Neither
"I just released my financial disclosure forms, the largest numbers in the history of the F.E.C. Even the dishonest media thinks great!",Neither
"Amazingly, with all of the money I have raised for the vets, I have got nothing but bad publicity from the dishonest and disgusting media.",Neither
"Much of the money I have raised for our veterans has already been distributed, with the rest to go shortly to various other veteran groups.",Neither
"While under no obligation to do so, I have raised between 5 &amp; 6 million dollars, including 1million dollars from me, for our VETERANS. Nice!",Neither
There's so much more that unites us than divides us. It's time to come together to stop Donald Trump. https://t.co/aPDfBHHCaU,Neither
"Join me in California or Montana!
5/25/16: Anaheim, California
https://t.co/mmPck1HYrC
5/26/16: Billings, Montana
https://t.co/atvrCgjFDe",Neither
I will be interviewed on @oreillyfactor at 8:00 P.M. Enjoy!,Neither
We can't defeat ISIS with bigotry and bluster. https://t.co/qyQ2AR9AkH,Neither
"A Donald Trump presidency would pull us backward on nearly every issue we care about.

We can't let that happen.
https://t.co/Ahc2uumjEI",Neither
"When we work together, nothing can stand in our way. https://t.co/BAGzA36TuQ",Neither
"""The lesson of our history, through good times and hard times, is that we’re stronger together."" —Hillary https://t.co/Cc6RChzCqE",Neither
“The only thing standing between Donald Trump and the Oval Office is all of us.” —Hillary,Neither
"""If fighting for equal pay, paid family leave, and affordable child care is playing the 'woman card,' then deal me in"" —Hillary to the @SEIU",Neither
Donald Trump thinks Americans are being paid too much and has hired union-busting firms to break up organizing campaigns on his properties.,Neither
"The labor movement pioneered the basic bargain that made America great: If you work hard and do your part, you should be able to get ahead.",Neither
"""You are often unsung heroes. And I want you to know this: Your fights are my fights."" —Hillary to @SEIU members in Detroit",Neither
Tune in to watch Hillary address the 2016 @SEIU International Convention. https://t.co/hAfimAPdjx https://t.co/bU342z6v3K,Neither
"Obama’s VA Secretary just said we shouldn't measure
wait times. Hillary says VA problems are not ‘widespread.’ I will take care of
our vets!",Neither
@MaryKayHenry Nobody knows better than unions that we’re stronger together. Honored to join you all in the fight for working families.,Neither
Is Hillary really protecting women? https://t.co/8ZtEIWNqz4,Neither
"In trade, military and EVERYTHING else, it will be AMERICA FIRST! This will quickly lead to our ultimate goal: MAKE AMERICA GREAT AGAIN!",Neither
"Unions helped build the middle class, so when Republicans attack unions, they're attacking millions of Americans. https://t.co/lNCI06tYTm",Neither
"""She taught me resilience, courage, and the power of love and kindness."" —Hillary on her mom
https://t.co/0zuTHYM1B4",Neither
Thank you America! #Trump2016 https://t.co/xfINxdRNiQ,Neither
"There are too many parents across the country with stories like this one.
https://t.co/DACIoi6xSi",Neither
The American people are sick and tired of not being able to lead normal lives and to constantly be on the lookout for terror and terrorists!,Neither
Bernie Sanders is continuing his quest because he believes that Crooked Hillary Clinton will be forced out of the race - e-mail scandal!,Neither
"Education should be about building a brighter future, not a lifetime of debt. https://t.co/xAk392JIAt",Neither
"Join me on Wednesday, May 25th at the Anaheim Convention Center!
#Trump2016 #MAGA 
Tickets: https://t.co/mmPck1HYrC https://t.co/xGkVbxTamz",Neither
Crooked Hillary wants a radical 500% increase in Syrian refugees. We can’t allow this. Time to get smart and protect America!,Neither
"How can Crooked Hillary say she cares about women when she is silent on radical Islam, which horribly oppresses women?",Neither
"“Mentiroso"", ""fraude"", “xenófobo"" y otras cosas que líderes republicanos dicen sobre Trump. https://t.co/QnPOgws3F7",Neither
BREAKING POLL: Trump Gains 11 Points on Clinton Since March=&gt,Neither
"Do all the good you can, for all the people you can, for as long as you can. https://t.co/Ei8yn8ikUg",Neither
Why do the networks continue to put dopey @BillKristol on panels when he has called every single shot about me wrong for 2 yrs?,Neither
Hillary Clinton is not qualified to be president because her judgement has been proven to be so bad! Would be four more years of stupidity!,Neither
Crooked Hillary said that I  want guns brought into the school classroom. Wrong!,Neither
"""@dubilujane: I trust @realDonaldTrump more anyone ever to protect America.He WILL do the right thing for the U.S.A, without a  doubt.",Neither
"""Unlike Donald Trump, I will not pander to the gun lobby. We will not be silenced and we will not be intimidated."" —Hillary",Neither
"""I believe we have a moral obligation…to stand up against systematic racism."" —Hillary at the @TTMFoundation dinner",Neither
These moms want to make sure no other family has to lose a child to senseless violence. https://t.co/h8H9EWc1qo,Neither
"We can't accept this as ""normal."" #StopGunViolence https://t.co/RGJE1BuGim",Neither
"Para muchos, los ingresos ya no rinden tanto como antes. https://t.co/LDgXCjGSpw",Neither
Thank you to all of the men and women who have served our country. You are our true heroes! #ArmedForcesDay https://t.co/A3Wus0cRIO,Neither
"This week, Donald Trump proved just how dangerous he'd be as president. https://t.co/wu18YIWuRh",Neither
"Donald Trump is questioning Hillary's qualifications to be president. Let's dig into that.
https://t.co/YQ13ORvxlk",Neither
"Crooked Hillary Clintons foreign interventions unleashed ISIS in Syria, Iraq and Libya. She is reckless and dangerous!",Neither
MAKE AMERICA GREAT AGAIN! https://t.co/MAZK5bdZuD,Neither
".@CNN is so negative, getting even worse as I get closer. Just had two anti-Trump losers with zero rebuttal from my team. Turning off!",Neither
"""@RBacliff: Hillary wants to rip the guns out of America's hands. No guns = no protection. Get on #TrumpTrain &amp; join @NRA to stop her.""",Neither
Crooked Hillary wants to get rid of all guns and yet she is surrounded by bodyguards who are fully armed. No more guns to protect Hillary!,Neither
"Too many moms have to go back to work too soon after giving birth.
https://t.co/aYxAdmuSAJ",Neither
"While our wonderful president was out playing golf all day, the TSA is falling apart, just like our government! Airports a total disaster!",Neither
Crooked Hillary is spending tremendous amounts of Wall Street money on false ads against me. She is a very dishonest person!,Neither
Crooked Hillary Clinton wants to essentially abolish the 2nd Amendment. No gun owner can ever vote for Clinton!,Neither
Hillary Clinton tiene un plan para que todos puedan salir adelante. https://t.co/QaW4GZHAoH,Neither
"Thank you @TheTodaysGolfer for the wonderful statement that ""the new par 3 9th hole @Trump Turnberry could be the most dramatic in Britain.""",Neither
Republican lawmakers in Oklahoma voted to make it a felony to perform an abortion: https://t.co/JPtKu7jJ4U,Neither
Op-ed by Hillary Clinton: Child care now costs more than rent. Here’s how to fix this crisis. https://t.co/QlaR6vRCZd,Neither
"@montgomeriefdn  Colin, great to have you at Trump Turnberry. So proud of you and your GREAT playing! You made winning MAJORS look easy!",Neither
"""@montgomeriefdn: @TrumpTurnberry Best Links Course in Britain. Ailsa Course opens June '16 Can't wait to play it https://t.co/HnQbj3ipuS""",Neither
"Speaking is hard for me. But come January, I want to say these two words: ""Madam President."" #ImWithHer https://t.co/8YaSpi7oL0",Neither
Thank you for your wonderful endorsement today @TGowdySC. It means a great deal to me. We will not disappoint! #Trump2016,Neither
"Hillary nerds out with a nurse in New Jersey. https://t.co/ALUsGsmkRq
https://t.co/89r91aZeZt",Neither
"Great day in Kentucky with Wayne LaPierre, Chris Cox &amp; the @NRA! 
#MakeAmericaGreatAgain #Trump2016 https://t.co/aJ7s0aqqj0",Neither
"The United States presidency requires steadiness as well as strength and smarts.

Donald Trump is not qualified. https://t.co/04viDbO5fV",Neither
"You're wrong, @realDonaldTrump. We can uphold Second Amendment rights while preventing senseless gun violence. https://t.co/G7g1AdZWCA",Neither
Thank you! An honor to be the first candidate ever endorsed by the @NRA- prior to @GOPconvention! #Trump2016 #2A  https://t.co/ygLUAl7gzx,Neither
#MichaelBrown would have been 20 years old today. My thoughts are for his mother today. #MothersoftheMovement #ChangeAgents,Neither
"Congratulations on becoming a U.S. citizen, Alicia. Enjoy casting that vote. 
https://t.co/jewmwZrrOA",Neither
"We need a president who will unite leaders around the world to defeat ISIS, not one who insults and alienates them. https://t.co/4RoN9h0U90",Neither
"Dear Congress,

Let's get this done.

Thanks,

The vast majority of Americans https://t.co/23ND36tFFm",Neither
Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!,Neither
"Thanks @piersmorgan! 
""Trump is the most unpredictable, extraordinary, entertaining&amp;massively popular candidate this country has ever seen.""",Neither
Crooked Hillary Clinton- discussing the #SecondAmendment at a private event. #2A cc: @NRA https://t.co/vV31Pbpkmn,Neither
"Another day, another shameful move by House GOP to roll back anti-discrimination protections for LGBT employees. https://t.co/vHXbM1JFeT",Neither
I am on my way! See you all soon! https://t.co/Arw19Antpj,Neither
"""A Call for Unity"" by Jason Greenblatt @JasonDovEsq https://t.co/dQi3Cydckp",Neither
"Is Hillary qualified to be president?

Take this helpful quiz to find out: https://t.co/8ynWmTYI8j",Neither
"An estimated 1 in 4 people in Puerto Rico could get Zika this year.

Here's what we can do to combat this threat: https://t.co/xABxLScUyr",Neither
Crooked Hillary can't even close the deal with Bernie - and the Dems have it rigged in favor of Hillary. Four more years of this? No way!,Neither
Crooked Hillary Clinton looks presidential? I don't think so! Four more years of Obama and our country will never come back. ISIS LAUGHS!,Neither
"Look where the world is today, a total mess, and ISIS is still running around wild. I can fix it fast, Hillary has no chance!",Neither
"Crooked Hillary has zero imagination and even less stamina. ISIS, China, Russia and all would love for her to be president. 4 more years!",Neither
"I said that Crooked Hillary Clinton is ""not qualified"" to be president because she has ""very bad judgement"" - Bernie said the same thing!",Neither
A candidate who roots for his own gain at the expense of American families isn't just heartless. He's disqualified. https://t.co/1C9kJ9ic0N,Neither
"Donald Trump's plan to ban Muslims from entering the United States will make defeating terrorists more difficult.
https://t.co/4RoN9gJiKq",Neither
"This campaign is about breaking down barriers, but this silo is pretty awesome.
https://t.co/xgI9hsen4N",Neither
Hillary sent me to Puerto Rico to learn more about Zika. Today's Senate vote for funding to combat it is critical. https://t.co/WWr4MK3bQs,Neither
"""Investing in the health and education of women...is essential to improving global prosperity."" —Hillary #TBT
https://t.co/eCSnOxplb7",Neither
"If you cite supporting torture and hosting pageants as foreign policy ""qualifications,"" your definition needs work. https://t.co/3JbmzuxEK5",Neither
"This Nat'l #SayHerName Day of Action, we must commit to fighting the systemic racism &amp; sexism that women of color face every day in America.",Neither
Un recordatorio importante. https://t.co/X2mYv1lOZK,Neither
The safety of our kids is more important than the interests of the NRA. Our leaders should act like it. https://t.co/Rg3OcMf1Mc,Neither
"After 9/11, the Government offered grants to help struggling small businesses. 

Donald Trump took them for himself. https://t.co/exFipWj6kE",Neither
El voto del Senado hoy sobre Zika es un paso importante para combatirlo—pero no es suficiente. Los republicanos deberían aprobar presupuesto,Neither
"Thank you @LtStevenLRogers. We will respond to terrorism with strength in 2017!
https://t.co/Mk4YuuRf4s",Neither
"Question: ""Do you think Donald Trump is qualified to be president?""

""No, I do not."" —Hillary
https://t.co/04viDc5G7t",Neither
"""Everybody gets knocked down in life. The real test is whether you get back up, dust yourself off, and keep going."" —Hillary",Neither
"""Trump took out a field that couldn’t criticize him on issues because they fundamentally agreed with him."" —Hillary on the GOP primary",Neither
“I’m going after him exactly on those issues and statements that are divisive and dangerous.” —Hillary on @realDonaldTrump,Neither
"""The threat that Donald Trump poses is so dramatic to our country, to our democracy."" —Hillary on @CNN",Neither
"""I know how hard this job is. You need steadiness as well as strength and smarts... Donald Trump is not qualified."" —Hillary on @CNN",Neither
"""When you run for president of the United States, the entire world is watching.” —Hillary on @realDonaldTrump's dangerous rhetoric",Neither
"""Do you think Donald Trump is qualified to be president?"" —@ChrisCuomo

""No, I do not."" —Hillary",Neither
"""It sends a message of disrespect and makes the situation inside those countries more difficult."" —Hillary on Trump's anti-Muslim rhetoric",Neither
"""We have to put everything we can toward the goal of defeating ISIS, protecting ourselves, our friends, and our partners."" —Hillary on @CNN",Neither
We can't sit by while extreme politicians attack women's basic rights. Not only is this unconstitutional—it's wrong. https://t.co/nhCWgRIWKX,Neither
How quality a woman is Rowanne Brewer Lane to have exposed the @nytimes as a disgusting fraud?  Thank you Rowanne.,Neither
Today's Senate vote is a necessary step to combat the spread of Zika—but it's not enough. Republicans in Congress should fully fund this. -H,Neither
"Donald Trump named 11 judges he would consider nominating to the Supreme Court.

Here's what's at stake. https://t.co/Ft3TmCeeEA",Neither
"""Speaking is hard for me, but come January, I want to say these two words: Madam President."" —@GabbyGiffords
https://t.co/3nZ5SkCbYP",Neither
"Looks like yet another terrorist attack. Airplane departed from Paris. When will we get tough, smart and vigilant? Great hate and sickness!",Neither
My list of potential U.S. Supreme Court Justices was very well recieved. During the next number of weeks I may be adding to the list!,Neither
Apply today &amp,Neither
"Some low-life journalist claims that I ""made a pass"" at her 29 years ago. Never happened! Like the @nytimes story which has become a joke!",Neither
… y solo es miércoles. https://t.co/ZWwByVX2vm,Neither
"Two Kentucky churches came together for a special service.
https://t.co/z8EIRnvV0j",Neither
(It's only Wednesday.) https://t.co/IPkbU8xdaw,Neither
"#MakeAmericaGreatAgain #Trump2016
https://t.co/kXhc2j94YF https://t.co/YZAdAndKXv",Neither
Los trabajadores no han recibido un aumento en años—Hillary tiene un plan para subir los salarios. https://t.co/ODUmS9rO2p,Neither
America has always been about working together to get things done. https://t.co/hO6931hVwb,Neither
"The first openly gay leader of a U.S. military branch—a milestone we can all be proud of. Congrats, @SECARMY.  https://t.co/nRwZUuRIKv",Neither
".@realDonaldTrump doesn't want you to see what's in his tax returns. Wonder why that could be?
https://t.co/2eru1Sxoek",Neither
You don't need to see who's on Trump's list to know what his Supreme Court would look like. https://t.co/HMWqUMSBIY,Neither
"Thank you, @POTUS, for making sure millions of Americans receive the overtime pay they deserve. -H https://t.co/R5degrzUMT",Neither
Thank you Louisiana! #Trump2016 https://t.co/u8hhrRRFMp,Neither
"Thank you Arizona! See you soon!
#MakeAmericaGreatAgain https://t.co/IC3pe5lRAS",Neither
"What's Donald Trump hiding in his tax returns? Only he knows.
https://t.co/8NGx9OhtCe",Neither
Why did Clinton supporter @AlisonForKY declare Crooked Hillary winner in KY when AP hasn't even called the race?,Neither
Let's make it easier to raise a family in America. https://t.co/aoTlReHn6M https://t.co/C1gPS8uITf,Neither
It's middle-class families that need a raise—not millionaires and billionaires. https://t.co/1rTh78IFs2,Neither
Bernie Sanders is being treated very badly by the Democrats - the system is rigged against him. Many of his disenfranchised fans are for me!,Neither
"Paul Begala, the dopey @CNN flunky and head of the Pro-Hillary Clinton Super PAC, has knowingly committed fraud in his first ad against me.",Neither
"""@ShoneeP: @realDonaldTrump Trump for President! Bernie is a joke, knows nothing - and Hillary is yesterday's and today's nightmare""",Neither
"Thanks for having our back, Kentucky. https://t.co/JW6ecXFOL2",Neither
"""@MagicMetalNinja:  The Trump movement will not be stopped. We support Trump because he is a true American looking out for #AmericaFIRST.""",Neither
"Congratulations to THE MOVEMENT, we have just won THE GREAT STATE OF OREGON. The vote percentage is even higher than anticipated! Thank you.",Neither
"Thank you Oregon! #Trump2016 
#MakeAmericaGreatAgain https://t.co/hK1yqlp9ca",Neither
"Hillary just won Kentucky, but this election is just getting started. Chip in now if you've got her back: https://t.co/8qYPHIje8I",Neither
"""@LouDobbs: Hillary Just Handed @realDonaldTrump a Huge Gift: Promising to Put Bubba in Charge of the Economy! #MakeAmericaGreatAgain!",Neither
"""@sandrajeanne48: No way I believe Trump at 70% disapproval with women. Went to 3 rallies. At least 1/2 women. MSM LIES @TheFive""",Neither
We just won Kentucky! Thanks to everyone who turned out. We’re always stronger united. https://t.co/8qYPHIje8I https://t.co/elNUP4nFoO,Neither
"Michael Barbaro, the author of the now discredited @nytimes hit piece on me with women, has in past tweeted badly about me. He should resign",Neither
"""@michael_favreau: @JIS3 @realDonaldTrump He will destroy Hillary but why give CNN record breaking ratings CNN can go to hell. Trump 2016""",Neither
"I look so forward to debating Crooked Hillary Clinton! Democrat Primaries are rigged, e-mail investigation is rigged - so time to get it on!",Neither
I can't believe that @CNN would allow the very nice Jeffrey Lord to be savaged by a panel of seven Trump haters. 7 to 1 - Don't watch CNN!,Neither
"""@COWBOYSFORTRUMP: @ChristiChat @Rockprincess818 @realDonaldTrump That man is a pillar of strength and will be perfect as our next president",Neither
"Well, that is it. Well done Megyn --- and they all lived happily ever after! Now let us all see how ""THE MOVEMENT"" does in Oregon tonight!",Neither
Will go back on for a final question now!,Neither
"""@jrector34: @realDonaldTrump Amazing job""",Neither
"""@mai_Ttag:  Great interview! Happy you had a chance to show the other side of you. Never change, never forget you are our messenger!""",Neither
I like Michael Douglas!,Neither
"""@thydanielflores: .@megynkelly @realDonaldTrump Best interview that I have ever seen.",Neither
"""@CostaKenneth: @megynkelly @realDonaldTrump Great interview Megyn""",Neither
"""@svhlevi: @DiamondandSilk @realJeffreyLord @realDonaldTrump @CNN and we love you Diamond and Silk""  I do also!",Neither
"""@johnjohnlacca: Donald u have done a terrific job so far on the interview. Cannot wait until u r president #MegynKellyPresents",Neither
"""@markgruber1960: @megynkelly @realDonaldTrump That's why he is so successful. He is driven to succeed""  True!",Neither
"""@ladytsbrug: Lovely interview, Mr. Trump! @realDonaldTrump"" Thanks.",Neither
"""@Janik1968: @realDonaldTrump @SpeakerRyan Watched the Megan Kelly special and I must say..it was very well done on both their parts""",Neither
"""@KaceyIlliot1669: @realDonaldTrump We actually really do love you!"" Great!",Neither
"""@johnkirtley:  @megynkelly @realDonaldTrump #MakeAmericaGreatAgain Thank you for this discourse. Wounds have been healed. Great job!""",Neither
"""@jlund04: @megynkelly @realDonaldTrump it was refreshing to see you both in a different light. Well done.""",Neither
"""@FrankDallasAgg: @megynkelly @realDonaldTrump Trump is a great man and is FIGHTING for We The People!""",Neither
"""@LADYJOANNE: @megynkelly @realDonaldTrump we need Trump more then ever Megyn. Thanks.",Neither
"""@LADYJOANNE: @megynkelly @realDonaldTrump we need Trump more then ever Megan Please don't lose it for America for us!""",Neither
"""@curtandkaren: Kudos to @megynkelly and @realDonaldTrump for rising above the drama and coming together. Very respectful and classy 👍""",Neither
"""@gerriweth: @megynkelly @realDonaldTrump Made me feel good to hear you both so gracious. Great job""",Neither
"""@SandraR67758219: @realDonaldTrump You are a fighter and we LOVE that about you! Don't listen to these people who want you to change!""",Neither
"""@longbyfive: @realDonaldTrump great interview with @megynkelly !"" Thanks.",Neither
"""@HFFoundation4: @realDonaldTrump One thing we know for sure @BernieSanders supporters will turn to #Trump - absolutely not @HillaryClinton""",Neither
"""@wesleyfelixpsi: @realDonaldTrump speaks from the heart 4 all of America.His intention is for a positive future 4 all. @FoxNews @megynkelly",Neither
"""@manakoa:DonaldTrump, you are fearless! This interview shows you are the Leader we need. @megynkelly is a tough interview! Respect to both""",Neither
"""@ragdollive: @megynkelly @realDonaldTrump what's with the soft wimpy questions?!? It's not a therapy session ..!!"" Not really soft at all!",Neither
"""@xGodfatherxzx: @realDonaldTrump amazing on Megan Kelly"" Thanks.",Neither
"""@TrumpTrainRider: .@realDonaldTrump Watching you on Fox with @megynkelly now. Can't wait to hear what you two talked about.""",Neither
"Until Trump releases his tax returns, we can't know what he's hiding. But we can infer. https://t.co/RZam07PeFv https://t.co/JHkPAK4tbv",Neither
I will be live tweeting @megynkelly Show in 10 minutes. Should be interesting. Will be on Fox Network! ENJOY!,Neither
"Wall Street paid for ad is a fraud, just like Crooked Hillary! Their main line had nothing to do with women, and they knew it. Apologize?",Neither
"Do you think Crooked Hillary will finally close the deal? If she can't win Kentucky, she should drop out of race. System rigged!",Neither
"Latest reckless idea from Trump: gut rules on Wall Street, and leave middle-class families out to dry. https://t.co/MXXH9JmfQj",Neither
"On the International Day Against Homophobia and Transphobia, let's recommit to ending violence and hate against LGBT people worldwide.",Neither
I will be live tweeting my interview with @megynkelly on the Fox Network tonight at 8! Enjoy! https://t.co/nlJssZeIWm,Neither
"For too many families, paychecks aren't stretching as far as they used to. Let's change that. https://t.co/mOoR9HnVlX",Neither
"Who benefits from Trump's tax plan?

Billionaires—and millionaires like him. https://t.co/COJ4TPXvm2 https://t.co/o0V6GAgBsM",Neither
"62 years after Brown v. Board, we still have too many segregated schools. We have to ensure equal opportunity for all of our kids.",Neither
"Does Trump pay his fair share in taxes? As long as he keeps refusing to release his tax returns, voters won't know. https://t.co/ZbMZy6KtX2",Neither
"I look forward to watching @megynkelly tonight, 8 PM ET. It will be interesting to see how she treats me—I think she will be very fair.",Neither
"How can Crooked Hillary put her husband in charge of the economy when he was responsible for NAFTA, the worst economic deal in U.S. history?",Neither
"Crooked Hillary said her husband is going to be in charge of the economy.If so, he should run,not her.Will he bring the ""energizer"" to D.C.?",Neither
It's Primary Day for Kentucky and Oregon. RT this if you’re voting for Hillary. https://t.co/E5GyPU0GTI,Neither
"#VoteTrump at clerk's offices &amp; 185 ballot drop boxes in #ORPrimary!
Closes at 8pm! https://t.co/ESGg1Qu68S
https://t.co/TqcNAWjP5l",Neither
Crooked Hillary can't close the deal with Bernie Sanders. Will be another bad day for her!,Neither
Amazing that Crooked Hillary can do a hit ad on me concerning women when her husband was the WORST abuser of woman in U.S. political history,Neither
Oregon is voting today. Keep the big numbers going - VOTE TRUMP! MAKE AMERICA GREAT AGAIN!,Neither
Crooked Hillary Clinton put out an ad where I am misquoted on women. Can't believe she would misrepresent the facts! My hit was on China,Neither
"The pathetic new hit ad against me misrepresents the final line. ""You can tell them to go BLANK themselves"" - was about China, NOT WOMEN!",Neither
"Wow, 30,000 e-mails were deleted by Crooked Hillary Clinton. She said they had to do with a wedding reception. Liar! How can she run?",Neither
"""@AprilLaJune: OREGON votes today! Go vote for @realDonaldTrump and kick it BIG TIME! https://t.co/SLYwyM8w1D""",Neither
"What Barbara Res does not say is that she would call my company endlessly, and for years, trying to come back. I said no.",Neither
"I gave a woman named Barbara Res a top N.Y. construction job, when that was unheard of, and now she is nasty. So much for a nice thank you!",Neither
"Being president isn't like being on a reality show.

We can't afford a candidate who treats it like one. https://t.co/48MePwjHh9",Neither
"""In politics, and in life, ignorance is not a virtue."" This is a primary reason that President Obama is the worst president in U.S. history!",Neither
Making it harder to vote goes against everything we stand for as Americans. Why would you brag about it? https://t.co/6sTKwRA1PG,Neither
"Conoce cómo Hillary ha luchado durante varias décadas por las familias, mujeres y niños. https://t.co/UsOmgcNCJa https://t.co/OqKQnk6EYv",Neither
We’ve got to stop giving companies incentives to move jobs overseas. https://t.co/ma8QY5STT6 #MadeInAmerica https://t.co/WD37SnqXM3,Neither
"The writer of the now proven false story in the @nytimes, Michael Barbaro, who was interviewed on CBS this morning, was unable to respond.",Neither
Over 50 women were interviewed by the @nytimes yet they only wrote about 6. That’s because there were so many positive statements.,Neither
"No wonder the @nytimes is failing—who can believe what they write after the false, malicious &amp; libelous story they did on me.",Neither
The failing @nytimes is greatly embarrassed by the totally dishonest story they did on my relationship with women.,Neither
"Rowanne Brewer, the most prominently depicted woman in the failing @nytimes story yesterday joined @foxandfriends. 
https://t.co/qkK3LJPoQQ",Neither
"Every woman, no matter where she works, deserves birth control coverage. This shouldn't be a question. #SCOTUS -H",Neither
"Trump empezó su campaña diciendo que los mexicanos son ""violadores"" y traen “drogas” y “crimen”.

No se ha detenido. https://t.co/NjrH9dXxlU",Neither
"Join @xtina, @AndraDayMusic, @johnlegend, @ricky_martin, Stevie Wonder, and Hillary for a concert you won't forget. https://t.co/LbNnQSvAUH",Neither
"Whenever you read about Trump's reckless foreign policy, imagine him in the Situation Room. https://t.co/vnzOi68NNz https://t.co/ruLhpqgEqJ",Neither
